Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
463,2023-01-12,CUST463,Female,27,Beauty,4,25,100
464,2023-03-08,CUST464,Female,64,Clothing,3,25,75
465,2023-02-22,CUST465,Male,29,Beauty,1,150,150
466,2023-12-03,CUST466,Female,36,Electronics,3,150,450
467,2023-02-15,CUST467,Male,41,Beauty,3,150,450
468,2023-10-08,CUST468,Female,41,Clothing,2,150,300
469,2023-10-18,CUST469,Male,27,Beauty,1,100,100
470,2023-03-12,CUST470,Male,39,Beauty,3,100,300
471,2023-02-17,CUST471,Male,44,Clothing,2,25,50
472,2023-09-03,CUST472,Male,32,Electronics,4,300,1200
473,2023-09-12,CUST473,Female,23,Clothing,2,200,400
474,2023-08-13,CUST474,Male,55,Clothing,2,150,300
475,2023-03-09,CUST475,Female,43,Electronics,3,500,1500
476,2023-05-09,CUST476,Male,22,Electronics,1,100,100
477,2023-02-06,CUST477,Female,47,Clothing,3,25,75
478,2023-12-07,CUST478,Female,37,Clothing,1,25,25
479,2023-02-22,CUST479,Female,63,Electronics,2,50,100
480,2023-11-11,CUST480,Male,23,Electronics,4,150,600
481,2023-07-22,CUST481,Female,34,Electronics,1,100,100
482,2023-12-28,CUST482,Female,53,Electronics,1,100,100
483,2023-06-26,CUST483,Male,25,Beauty,2,30,60
484,2023-03-13,CUST484,Female,61,Clothing,1,300,300
485,2023-07-09,CUST485,Male,19,Electronics,4,100,400
486,2023-10-03,CUST486,Female,25,Beauty,1,100,100
487,2023-02-19,CUST487,Female,64,Clothing,4,25,100
488,2023-09-06,CUST488,Female,31,Electronics,3,150,450
489,2023-06-05,CUST489,Male,57,Clothing,3,50,150
490,2023-06-29,CUST490,Female,21,Beauty,2,100,200
491,2023-05-21,CUST491,Male,58,Electronics,1,300,300
492,2023-12-26,CUST492,Female,48,Clothing,3,150,450
493,2023-11-17,CUST493,Female,42,Beauty,3,25,75
494,2023-08-01,CUST494,Female,21,Electronics,3,200,600
495,2023-10-08,CUST495,Male,24,Beauty,3,30,90
496,2023-07-26,CUST496,Male,32,Clothing,3,150,450
497,2023-12-28,CUST497,Male,29,Beauty,3,50,150
498,2023-11-01,CUST498,Female,54,Clothing,2,200,400
499,2023-11-26,CUST499,Female,52,Clothing,1,150,150
500,2023-02-08,CUST500,Male,19,Clothing,3,25,75
501,2023-11-07,CUST501,Male,39,Electronics,1,150,150
502,2023-01-19,CUST502,Male,25,Electronics,1,150,150
503,2023-05-31,CUST503,Female,55,Beauty,3,50,150
504,2023-02-06,CUST504,Female,58,Electronics,3,500,1500
505,2023-02-18,CUST505,Female,32,Electronics,4,100,400
506,2023-04-23,CUST506,Female,26,Beauty,4,25,100
507,2023-11-25,CUST507,Male,29,Clothing,2,200,400
508,2023-08-04,CUST508,Female,27,Clothing,2,25,50
509,2023-05-11,CUST509,Male,58,Electronics,3,50,150
510,2023-06-09,CUST510,Male,33,Electronics,3,150,450
511,2023-10-24,CUST511,Male,21,Clothing,4,300,1200
512,2023-12-29,CUST512,Female,49,Electronics,4,150,600
513,2023-02-16,CUST513,Male,28,Clothing,3,25,75
514,2023-01-09,CUST514,Male,22,Clothing,2,150,300
515,2023-10-18,CUST515,Male,39,Clothing,4,200,800
516,2023-09-14,CUST516,Male,56,Electronics,1,100,100
517,2023-02-07,CUST517,Male,44,Electronics,3,500,1500
518,2023-08-10,CUST518,Male,24,Beauty,4,150,600
519,2023-02-12,CUST519,Male,45,Beauty,4,150,600
520,2023-03-01,CUST520,Male,28,Clothing,4,25,100
521,2023-11-10,CUST521,Female,48,Clothing,3,300,900
522,2023-02-18,CUST522,Female,29,Clothing,3,150,450
523,2023-03-02,CUST523,Female,46,Clothing,3,50,150
524,2023-07-05,CUST524,Male,23,Electronics,4,300,1200
525,2023-12-19,CUST525,Male,53,Beauty,4,100,400
526,2023-12-22,CUST526,Female,54,Electronics,3,200,600
527,2023-01-29,CUST527,Male,50,Clothing,2,200,400
528,2023-02-25,CUST528,Female,29,Electronics,2,100,200
529,2023-10-05,CUST529,Male,45,Beauty,2,100,200
530,2023-12-21,CUST530,Male,56,Beauty,1,25,25
531,2023-05-13,CUST531,Female,35,Clothing,4,25,100
532,2023-02-05,CUST532,Male,54,Clothing,1,25,25
533,2023-07-04,CUST533,Female,52,Electronics,3,200,600
534,2023-05-16,CUST534,Female,20,Beauty,2,100,200
535,2023-08-22,CUST535,Female,20,Clothing,2,100,200
536,2023-01-16,CUST536,Female,41,Beauty,3,50,150
537,2023-04-16,CUST537,Male,32,Beauty,3,100,300
538,2023-04-14,CUST538,Male,30,Clothing,4,150,600
539,2023-10-28,CUST539,Female,21,Clothing,1,50,50
540,2023-04-17,CUST540,Female,26,Electronics,1,300,300
541,2023-02-27,CUST541,Male,21,Beauty,1,100,100
542,2023-11-23,CUST542,Male,35,Clothing,4,150,600
543,2023-08-04,CUST543,Male,33,Clothing,4,200,800
544,2023-02-28,CUST544,Female,55,Clothing,2,100,200
545,2023-11-09,CUST545,Male,36,Beauty,2,25,50
546,2023-11-25,CUST546,Male,32,Clothing,2,300,600
547,2023-04-14,CUST547,Male,61,Beauty,2,30,60
548,2023-08-01,CUST548,Male,34,Clothing,3,100,300
549,2023-05-13,CUST549,Female,47,Beauty,3,100,300
550,2023-09-27,CUST550,Female,55,Beauty,3,150,450
551,2023-07-20,CUST551,Female,37,Electronics,1,200,200
552,2023-05-09,CUST552,Female,35,Beauty,2,50,100
553,2023-02-25,CUST553,Male,21,Electronics,4,300,1200
554,2023-08-22,CUST554,Male,64,Beauty,3,100,300
555,2023-04-14,CUST555,Female,42,Electronics,2,300,600
556,2023-05-23,CUST556,Male,61,Clothing,3,150,450
557,2023-06-28,CUST557,Male,60,Electronics,3,100,300
558,2023-02-05,CUST558,Female,64,Electronics,3,100,300
559,2023-08-08,CUST559,Female,32,Electronics,4,150,600
560,2023-10-11,CUST560,Female,34,Clothing,1,150,150
561,2023-06-28,CUST561,Male,48,Electronics,1,300,300
562,2023-11-13,CUST562,Female,44,Beauty,2,30,60
563,2023-12-11,CUST563,Female,54,Electronics,2,200,400
564,2023-05-23,CUST564,Male,23,Clothing,2,300,600
565,2023-04-02,CUST565,Male,46,Beauty,2,30,60
566,2023-06-25,CUST566,Male,26,Clothing,4,300,1200
567,2023-05-31,CUST567,Female,42,Beauty,2,150,300
568,2023-10-31,CUST568,Male,38,Electronics,2,300,600
569,2023-01-01,CUST569,Male,32,Electronics,3,150,450
570,2023-02-13,CUST570,Female,28,Beauty,3,25,75
571,2023-12-15,CUST571,Female,45,Electronics,3,100,300
572,2023-12-16,CUST572,Female,30,Beauty,1,100,100
573,2023-03-24,CUST573,Male,31,Electronics,2,300,600
574,2023-02-23,CUST574,Male,42,Electronics,1,150,150
575,2023-08-02,CUST575,Male,59,Electronics,1,50,50
576,2023-05-13,CUST576,Male,53,Beauty,2,30,60
577,2023-09-21,CUST577,Male,37,Clothing,3,25,75
578,2023-08-23,CUST578,Male,44,Electronics,1,50,50
579,2023-04-26,CUST579,Male,49,Beauty,3,30,90
580,2023-11-07,CUST580,Female,63,Clothing,1,50,50
581,2023-07-30,CUST581,Male,62,Electronics,2,150,300
582,2023-01-22,CUST582,Male,25,Electronics,4,500,2000
583,2023-02-03,CUST583,Male,64,Electronics,2,150,300
584,2023-06-10,CUST584,Female,47,Beauty,1,30,30
585,2023-11-12,CUST585,Female,45,Electronics,1,50,50
586,2023-01-05,CUST586,Male,39,Clothing,3,150,450
587,2023-11-03,CUST587,Female,39,Beauty,4,100,400
588,2023-12-09,CUST588,Female,62,Electronics,2,200,400
589,2023-02-23,CUST589,Male,28,Beauty,4,150,600
590,2023-10-22,CUST590,Female,29,Clothing,1,100,100
591,2023-11-29,CUST591,Male,48,Electronics,4,50,200
592,2023-06-03,CUST592,Female,59,Clothing,2,300,600
593,2023-12-22,CUST593,Female,51,Clothing,1,300,300
594,2023-06-24,CUST594,Male,48,Clothing,4,300,1200
595,2023-02-27,CUST595,Male,18,Clothing,4,50,200
596,2023-11-28,CUST596,Male,22,Electronics,2,150,300
597,2023-05-09,CUST597,Male,50,Beauty,4,100,400
598,2023-10-03,CUST598,Female,46,Electronics,1,200,200
599,2023-11-15,CUST599,Female,25,Electronics,1,500,500
600,2023-02-14,CUST600,Male,53,Clothing,3,25,75
601,2023-11-18,CUST601,Male,59,Electronics,3,150,450
602,2023-11-27,CUST602,Male,47,Clothing,4,200,800
603,2023-09-12,CUST603,Female,25,Beauty,1,30,30
604,2023-05-27,CUST604,Female,53,Clothing,1,300,300
605,2023-01-06,CUST605,Female,26,Electronics,4,500,2000
606,2023-02-20,CUST606,Male,30,Beauty,2,100,200
607,2023-06-26,CUST607,Male,63,Clothing,1,150,150
608,2023-12-27,CUST608,Male,46,Clothing,2,200,400
609,2023-12-01,CUST609,Male,53,Electronics,4,300,1200
610,2023-11-25,CUST610,Male,62,Clothing,2,300,600
611,2023-02-22,CUST611,Female,50,Electronics,2,200,400
612,2023-04-11,CUST612,Female,46,Electronics,4,100,400
613,2023-08-29,CUST613,Female,62,Clothing,2,100,200
614,2023-03-20,CUST614,Female,61,Clothing,2,300,600
615,2023-12-21,CUST615,Male,50,Clothing,3,300,900
616,2023-09-25,CUST616,Female,53,Clothing,4,200,800
617,2023-09-29,CUST617,Female,45,Electronics,1,300,300
618,2023-01-05,CUST618,Male,60,Beauty,2,50,100
619,2023-12-22,CUST619,Female,27,Electronics,3,500,1500
620,2023-03-18,CUST620,Male,40,Electronics,2,50,100
621,2023-10-18,CUST621,Female,33,Clothing,3,300,900
622,2023-09-02,CUST622,Female,42,Clothing,3,300,900
623,2023-12-02,CUST623,Male,34,Beauty,2,100,200
624,2023-11-23,CUST624,Female,55,Clothing,2,200,400
625,2023-10-31,CUST625,Male,36,Clothing,1,300,300
626,2023-03-06,CUST626,Male,42,Beauty,3,50,150
627,2023-02-19,CUST627,Female,18,Clothing,2,300,600
628,2023-01-30,CUST628,Female,56,Beauty,3,150,450
629,2023-06-19,CUST629,Female,22,Electronics,2,150,300
630,2023-12-17,CUST630,Male,50,Beauty,4,150,600
631,2023-02-08,CUST631,Male,60,Clothing,3,100,300
632,2023-03-25,CUST632,Female,53,Electronics,1,500,500
633,2023-02-12,CUST633,Female,33,Electronics,2,300,600
634,2023-12-22,CUST634,Female,42,Electronics,4,50,200
635,2023-04-24,CUST635,Female,19,Electronics,4,150,600
636,2023-06-10,CUST636,Male,38,Clothing,2,25,50
637,2023-12-25,CUST637,Male,58,Beauty,4,30,120
638,2023-11-07,CUST638,Female,59,Electronics,2,50,100
639,2023-01-23,CUST639,Female,20,Beauty,2,25,50
640,2023-10-18,CUST640,Male,54,Electronics,4,150,600
641,2023-05-21,CUST641,Female,45,Clothing,1,150,150
642,2023-07-21,CUST642,Male,55,Beauty,3,25,75
643,2023-12-04,CUST643,Female,61,Beauty,3,25,75
644,2023-10-15,CUST644,Female,43,Electronics,4,50,200
645,2023-02-08,CUST645,Male,43,Electronics,3,300,900
646,2023-12-05,CUST646,Female,61,Electronics,3,500,1500
647,2023-12-01,CUST647,Male,25,Beauty,4,150,600
648,2023-07-31,CUST648,Male,37,Beauty,2,50,100
649,2023-05-21,CUST649,Male,28,Beauty,3,150,450
650,2023-03-06,CUST650,Male,53,Clothing,1,200,200
651,2023-04-03,CUST651,Female,24,Beauty,4,150,600
652,2023-12-12,CUST652,Male,60,Clothing,3,25,75
653,2023-08-29,CUST653,Male,38,Clothing,3,100,300
654,2023-09-05,CUST654,Female,38,Electronics,1,100,100
655,2023-04-26,CUST655,Male,63,Electronics,3,200,600
656,2023-11-05,CUST656,Female,48,Clothing,3,100,300
657,2023-06-04,CUST657,Male,59,Clothing,2,100,200
658,2023-11-07,CUST658,Female,64,Electronics,1,50,50
659,2023-11-28,CUST659,Male,55,Clothing,2,200,400
660,2023-11-18,CUST660,Female,52,Electronics,4,300,1200
661,2023-08-05,CUST661,Female,43,Beauty,3,150,450
662,2023-02-17,CUST662,Male,43,Clothing,2,25,50
663,2023-11-26,CUST663,Male,50,Beauty,2,30,60
664,2023-07-19,CUST664,Male,64,Clothing,1,100,100
665,2023-03-16,CUST665,Male,22,Beauty,1,30,30
666,2023-08-17,CUST666,Female,42,Clothing,1,150,150
667,2023-01-21,CUST667,Female,24,Electronics,3,300,900
668,2023-11-09,CUST668,Male,42,Clothing,1,100,100
669,2023-07-13,CUST669,Male,51,Clothing,4,100,400
670,2023-10-29,CUST670,Male,50,Electronics,2,200,400
671,2023-03-17,CUST671,Female,31,Beauty,3,30,90
672,2023-08-27,CUST672,Male,60,Beauty,1,50,50
673,2023-06-16,CUST673,Female,31,Clothing,4,300,1200
674,2023-01-02,CUST674,Male,54,Clothing,1,50,50
675,2023-11-05,CUST675,Male,28,Beauty,4,30,120
676,2023-08-19,CUST676,Male,64,Electronics,1,150,150
677,2023-03-20,CUST677,Female,48,Beauty,2,100,200
678,2023-10-27,CUST678,Male,57,Electronics,2,150,300
679,2023-10-11,CUST679,Female,56,Clothing,4,50,200
680,2023-05-04,CUST680,Male,30,Clothing,4,200,800
681,2023-11-20,CUST681,Male,29,Clothing,1,200,200
682,2023-11-18,CUST682,Male,23,Clothing,1,50,50
683,2023-11-25,CUST683,Female,51,Clothing,4,25,100
684,2023-03-26,CUST684,Female,42,Clothing,1,300,300
685,2023-05-09,CUST685,Female,32,Electronics,3,50,150
686,2023-08-18,CUST686,Female,34,Beauty,1,25,25
687,2023-07-13,CUST687,Male,62,Electronics,3,200,600
688,2023-02-14,CUST688,Female,34,Electronics,3,200,600
689,2023-08-22,CUST689,Female,31,Clothing,4,200,800
690,2023-03-18,CUST690,Female,34,Electronics,3,300,900
691,2023-10-13,CUST691,Male,60,Beauty,4,30,120
692,2023-10-31,CUST692,Male,24,Beauty,3,100,300
693,2023-10-20,CUST693,Male,28,Clothing,1,300,300
694,2023-10-27,CUST694,Male,48,Electronics,1,200,200
695,2023-01-08,CUST695,Female,23,Clothing,4,300,1200
696,2023-12-13,CUST696,Female,63,Electronics,2,50,100
697,2023-08-15,CUST697,Male,30,Electronics,3,300,900
698,2023-03-26,CUST698,Male,57,Beauty,3,25,75
699,2023-03-01,CUST699,Male,23,Electronics,3,200,600
700,2023-08-13,CUST700,Male,51,Beauty,1,25,25
701,2023-07-24,CUST701,Female,40,Electronics,2,150,300
702,2023-08-07,CUST702,Female,43,Clothing,2,100,200
703,2023-05-04,CUST703,Male,50,Beauty,3,25,75
704,2023-11-27,CUST704,Female,62,Clothing,4,150,600
705,2023-10-25,CUST705,Female,47,Electronics,1,300,300
706,2023-06-09,CUST706,Male,42,Clothing,2,50,100
707,2023-10-14,CUST707,Female,51,Clothing,3,300,900
708,2023-04-03,CUST708,Female,61,Electronics,1,150,150
709,2023-07-06,CUST709,Female,38,Clothing,3,200,600
710,2023-03-24,CUST710,Male,49,Electronics,2,100,200
711,2023-11-07,CUST711,Male,30,Electronics,3,300,900
712,2023-02-04,CUST712,Male,23,Electronics,4,500,2000
713,2023-08-25,CUST713,Male,48,Clothing,4,100,400
714,2023-11-29,CUST714,Female,49,Beauty,3,150,450
715,2023-05-25,CUST715,Male,21,Clothing,4,150,600
716,2023-12-02,CUST716,Female,43,Electronics,4,100,400
717,2023-12-23,CUST717,Female,38,Electronics,2,50,100
718,2023-05-04,CUST718,Female,41,Clothing,2,100,200
719,2023-07-08,CUST719,Female,48,Electronics,3,150,450
720,2023-03-14,CUST720,Male,44,Electronics,3,150,450
721,2023-11-09,CUST721,Female,29,Clothing,2,200,400
722,2023-10-24,CUST722,Female,33,Clothing,2,150,300
723,2023-02-24,CUST723,Male,48,Electronics,4,100,400
724,2023-06-29,CUST724,Female,49,Beauty,1,150,150
725,2023-05-23,CUST725,Male,21,Beauty,4,50,200
726,2023-11-04,CUST726,Female,39,Beauty,3,50,150
727,2023-05-14,CUST727,Male,40,Electronics,2,300,600
728,2023-07-21,CUST728,Male,36,Clothing,4,300,1200
729,2023-10-15,CUST729,Male,42,Clothing,2,150,300
730,2023-11-21,CUST730,Female,44,Clothing,4,200,800
731,2023-11-03,CUST731,Male,28,Clothing,3,100,300
732,2023-08-23,CUST732,Female,56,Clothing,4,100,400
733,2023-10-31,CUST733,Female,55,Clothing,4,150,600
734,2023-02-28,CUST734,Male,26,Electronics,3,500,1500
735,2023-12-23,CUST735,Male,31,Beauty,1,25,25
736,2023-01-29,CUST736,Female,53,Beauty,1,100,100
737,2023-02-20,CUST737,Male,23,Clothing,3,150,450
738,2023-03-24,CUST738,Female,46,Clothing,2,50,100
739,2023-01-22,CUST739,Female,38,Electronics,3,200,600
740,2023-07-05,CUST740,Male,55,Clothing,4,300,1200
741,2023-07-21,CUST741,Female,40,Clothing,1,50,50
742,2023-06-12,CUST742,Female,34,Beauty,1,25,25
743,2023-07-25,CUST743,Male,40,Beauty,1,150,150
744,2023-09-16,CUST744,Female,37,Beauty,3,100,300
745,2023-08-26,CUST745,Male,53,Clothing,4,150,600
746,2023-05-06,CUST746,Female,42,Beauty,4,25,100
747,2023-08-17,CUST747,Female,36,Clothing,3,200,600
748,2023-05-28,CUST748,Male,29,Beauty,4,25,100
749,2023-08-09,CUST749,Female,30,Clothing,1,50,50
750,2023-12-01,CUST750,Male,24,Beauty,4,30,120
751,2023-10-08,CUST751,Male,27,Beauty,3,30,90
752,2023-05-26,CUST752,Female,41,Clothing,3,25,75
753,2023-01-25,CUST753,Male,21,Beauty,1,100,100
754,2023-07-06,CUST754,Male,34,Electronics,1,50,50
755,2023-12-23,CUST755,Male,42,Electronics,2,200,400
756,2023-10-02,CUST756,Male,47,Electronics,2,50,100
757,2023-06-22,CUST757,Female,38,Beauty,1,25,25
758,2023-04-21,CUST758,Female,30,Clothing,2,25,50
759,2023-12-08,CUST759,Female,38,Beauty,1,50,50
760,2023-05-08,CUST760,Male,20,Clothing,4,300,1200
761,2023-09-05,CUST761,Female,23,Beauty,1,100,100
762,2023-09-11,CUST762,Male,21,Clothing,1,50,50
763,2023-02-08,CUST763,Female,53,Electronics,4,150,600
764,2023-10-01,CUST764,Female,40,Electronics,1,150,150
765,2023-06-15,CUST765,Female,52,Electronics,2,100,200
766,2023-07-11,CUST766,Female,35,Electronics,2,300,600
767,2023-01-05,CUST767,Female,36,Electronics,3,300,900
768,2023-06-25,CUST768,Female,64,Beauty,3,25,75
769,2023-10-08,CUST769,Female,64,Beauty,4,150,600
770,2023-03-22,CUST770,Female,53,Beauty,3,50,150
771,2023-05-11,CUST771,Male,24,Clothing,1,25,25
772,2023-11-05,CUST772,Male,20,Beauty,2,100,200
773,2023-02-19,CUST773,Female,60,Clothing,3,200,600
774,2023-01-08,CUST774,Male,18,Electronics,4,100,400
775,2023-12-27,CUST775,Male,47,Electronics,3,50,150
776,2023-07-31,CUST776,Female,41,Electronics,3,50,150
777,2023-07-24,CUST777,Male,37,Beauty,1,30,30
778,2023-02-08,CUST778,Female,30,Beauty,2,30,60
779,2023-07-18,CUST779,Female,24,Electronics,3,300,900
780,2023-09-23,CUST780,Female,24,Beauty,4,30,120
781,2023-06-22,CUST781,Male,52,Electronics,3,200,600
782,2023-11-18,CUST782,Female,41,Clothing,4,300,1200
783,2023-11-11,CUST783,Male,54,Clothing,3,150,450
784,2023-05-15,CUST784,Female,43,Beauty,3,25,75
785,2023-08-17,CUST785,Male,37,Beauty,2,30,60
786,2023-11-01,CUST786,Female,53,Clothing,2,200,400
787,2023-02-15,CUST787,Female,27,Beauty,2,50,100
788,2023-03-26,CUST788,Female,23,Clothing,2,200,400
789,2023-10-24,CUST789,Female,48,Beauty,1,150,150
790,2023-08-10,CUST790,Male,64,Electronics,1,200,200
791,2023-10-30,CUST791,Female,40,Electronics,4,200,800
792,2023-12-04,CUST792,Male,59,Electronics,4,50,200
793,2023-01-17,CUST793,Male,38,Clothing,3,50,150
794,2023-06-08,CUST794,Male,21,Electronics,4,200,800
795,2023-10-19,CUST795,Male,32,Clothing,2,150,300
796,2023-02-03,CUST796,Female,54,Electronics,4,300,1200
797,2023-04-13,CUST797,Female,62,Beauty,4,30,120
798,2023-07-16,CUST798,Female,59,Clothing,2,200,400
799,2023-04-09,CUST799,Female,38,Electronics,1,300,300
800,2023-02-14,CUST800,Female,41,Clothing,3,100,300
801,2023-08-01,CUST801,Female,28,Electronics,4,300,1200
802,2023-08-15,CUST802,Male,32,Beauty,2,50,100
803,2023-10-28,CUST803,Male,25,Electronics,2,100,200
804,2023-11-27,CUST804,Female,18,Clothing,3,25,75
805,2023-06-01,CUST805,Female,31,Electronics,2,100,200
806,2023-07-25,CUST806,Female,53,Clothing,2,300,600
807,2023-09-22,CUST807,Male,42,Clothing,1,300,300
808,2023-04-02,CUST808,Female,30,Electronics,3,300,900
809,2023-01-21,CUST809,Male,22,Clothing,3,100,300
810,2023-11-01,CUST810,Female,59,Clothing,1,150,150
811,2023-11-16,CUST811,Male,29,Beauty,1,100,100
812,2023-01-30,CUST812,Female,39,Clothing,2,300,600
813,2023-01-22,CUST813,Female,40,Clothing,3,50,150
814,2023-10-21,CUST814,Female,42,Electronics,3,50,150
815,2023-03-11,CUST815,Female,60,Beauty,2,100,200
816,2023-05-19,CUST816,Male,45,Electronics,3,300,900
817,2023-06-05,CUST817,Male,59,Beauty,2,150,300
818,2023-11-10,CUST818,Male,45,Electronics,2,100,200
819,2023-05-18,CUST819,Male,29,Clothing,1,50,50
820,2023-10-29,CUST820,Female,44,Beauty,2,50,100
821,2023-10-04,CUST821,Male,29,Beauty,3,150,450
822,2023-08-20,CUST822,Male,56,Beauty,3,25,75
823,2023-01-25,CUST823,Female,26,Clothing,4,200,800
824,2023-09-12,CUST824,Male,42,Clothing,2,50,100
825,2023-03-02,CUST825,Female,18,Electronics,2,200,400
826,2023-10-07,CUST826,Male,22,Beauty,4,100,400
827,2023-09-28,CUST827,Female,33,Clothing,4,25,100
828,2023-09-13,CUST828,Male,51,Beauty,1,100,100
829,2023-11-08,CUST829,Female,20,Clothing,1,200,200
830,2023-03-15,CUST830,Female,37,Electronics,4,150,600
831,2023-02-10,CUST831,Male,62,Clothing,4,50,200
832,2023-11-15,CUST832,Male,64,Clothing,2,50,100
833,2023-05-11,CUST833,Female,19,Beauty,2,150,300
834,2023-11-03,CUST834,Female,38,Electronics,2,500,1000
835,2023-09-04,CUST835,Male,25,Electronics,3,500,1500
836,2023-02-23,CUST836,Female,64,Electronics,2,300,600
837,2023-05-13,CUST837,Male,28,Electronics,2,300,600
838,2023-02-05,CUST838,Male,63,Beauty,3,50,150
839,2023-10-31,CUST839,Female,36,Clothing,2,25,50
840,2023-12-01,CUST840,Female,18,Clothing,1,150,150
841,2023-08-16,CUST841,Male,31,Clothing,4,150,600
842,2023-05-03,CUST842,Male,33,Electronics,2,150,300
843,2023-01-05,CUST843,Male,59,Clothing,1,50,50
844,2023-08-27,CUST844,Female,39,Electronics,1,50,50
845,2023-05-06,CUST845,Male,61,Beauty,2,150,300
846,2023-12-24,CUST846,Female,20,Beauty,3,50,150
847,2023-05-13,CUST847,Male,45,Electronics,3,50,150
848,2023-06-04,CUST848,Female,39,Clothing,2,200,400
849,2023-09-20,CUST849,Male,24,Clothing,1,300,300
850,2023-06-23,CUST850,Female,45,Clothing,3,100,300
851,2023-07-20,CUST851,Female,26,Clothing,4,150,600
852,2023-06-06,CUST852,Male,63,Beauty,1,30,30
853,2023-02-15,CUST853,Male,31,Electronics,4,200,800
854,2023-01-12,CUST854,Male,18,Clothing,3,300,900
855,2023-04-03,CUST855,Female,37,Clothing,1,100,100
856,2023-02-11,CUST856,Female,43,Electronics,1,300,300
857,2023-11-07,CUST857,Female,39,Electronics,4,200,800
858,2023-10-21,CUST858,Male,48,Beauty,3,100,300
859,2023-06-27,CUST859,Female,21,Electronics,3,150,450
860,2023-07-01,CUST860,Male,54,Electronics,1,150,150
861,2023-12-09,CUST861,Male,39,Electronics,2,500,1000
862,2023-07-13,CUST862,Male,56,Beauty,3,50,150
863,2023-09-09,CUST863,Female,23,Clothing,3,50,150
864,2023-06-10,CUST864,Male,51,Beauty,3,25,75
865,2023-10-25,CUST865,Male,23,Clothing,4,25,100
866,2023-11-05,CUST866,Male,39,Electronics,3,500,1500
867,2023-10-05,CUST867,Male,51,Electronics,2,100,200
868,2023-10-15,CUST868,Female,63,Electronics,1,50,50
869,2023-04-02,CUST869,Male,39,Clothing,1,25,25
870,2023-07-22,CUST870,Female,19,Clothing,2,100,200
871,2023-05-07,CUST871,Female,35,Clothing,1,150,150
872,2023-04-06,CUST872,Female,25,Beauty,1,150,150
873,2023-03-12,CUST873,Female,35,Beauty,2,50,100
874,2023-02-10,CUST874,Female,52,Clothing,1,50,50
875,2023-06-22,CUST875,Male,24,Clothing,4,25,100
876,2023-05-23,CUST876,Female,57,Clothing,2,100,200
877,2023-09-22,CUST877,Male,47,Clothing,4,25,100
878,2023-02-10,CUST878,Female,48,Beauty,2,30,60
879,2023-11-20,CUST879,Female,41,Clothing,3,300,900
880,2023-10-29,CUST880,Female,47,Clothing,4,25,100
881,2023-02-16,CUST881,Female,28,Beauty,2,50,100
882,2023-06-13,CUST882,Male,38,Clothing,3,25,75
883,2023-07-13,CUST883,Female,33,Clothing,2,200,400
884,2023-12-13,CUST884,Male,39,Beauty,4,150,600
885,2023-10-14,CUST885,Female,52,Electronics,1,100,100
886,2023-10-23,CUST886,Female,25,Clothing,3,150,450
887,2023-07-27,CUST887,Female,29,Clothing,1,150,150
888,2023-08-22,CUST888,Female,38,Clothing,1,300,300
889,2023-02-27,CUST889,Male,55,Electronics,1,500,500
890,2023-10-22,CUST890,Male,46,Clothing,4,150,600
891,2023-03-22,CUST891,Female,37,Clothing,3,300,900
892,2023-11-30,CUST892,Female,63,Electronics,1,150,150
893,2023-07-20,CUST893,Female,26,Electronics,3,50,150
894,2023-11-02,CUST894,Male,63,Clothing,1,100,100
895,2023-11-28,CUST895,Male,33,Clothing,4,200,800
896,2023-08-23,CUST896,Female,43,Clothing,2,200,400
897,2023-08-16,CUST897,Male,30,Clothing,4,100,400
898,2023-02-28,CUST898,Male,26,Beauty,2,25,50
899,2023-09-16,CUST899,Female,26,Beauty,4,100,400
900,2023-11-23,CUST900,Female,57,Beauty,4,150,600
901,2023-07-15,CUST901,Female,40,Beauty,1,100,100
902,2023-07-28,CUST902,Male,63,Clothing,3,150,450
903,2023-01-02,CUST903,Female,63,Clothing,4,200,800
904,2023-12-03,CUST904,Male,64,Electronics,4,150,600
905,2023-07-17,CUST905,Male,33,Clothing,1,300,300
906,2023-09-18,CUST906,Female,57,Beauty,1,50,50
907,2023-06-17,CUST907,Female,54,Electronics,3,200,600
908,2023-12-26,CUST908,Female,36,Beauty,3,150,450
909,2023-10-19,CUST909,Female,21,Clothing,2,200,400
910,2023-07-22,CUST910,Female,57,Beauty,1,100,100
911,2023-02-03,CUST911,Female,34,Beauty,3,50,150
912,2023-11-01,CUST912,Male,56,Beauty,2,150,300
913,2023-08-12,CUST913,Male,34,Electronics,4,100,400
914,2023-03-17,CUST914,Male,39,Electronics,2,100,200
915,2023-11-25,CUST915,Female,42,Beauty,2,100,200
916,2023-03-24,CUST916,Female,21,Clothing,1,25,25
917,2023-02-13,CUST917,Female,37,Clothing,2,200,400
918,2023-05-23,CUST918,Female,48,Beauty,4,150,600
919,2023-01-30,CUST919,Female,42,Electronics,1,300,300
920,2023-02-18,CUST920,Female,45,Clothing,3,300,900
921,2023-05-09,CUST921,Male,34,Clothing,4,150,600
922,2023-10-24,CUST922,Male,64,Electronics,3,100,300
923,2023-09-06,CUST923,Female,53,Beauty,1,25,25
924,2023-01-04,CUST924,Male,61,Clothing,3,50,150
925,2023-04-02,CUST925,Male,57,Beauty,2,150,300
926,2023-12-21,CUST926,Male,63,Electronics,2,50,100
